@relation ProteinFoldsDicots

@attribute pcvA             NUMERIC
@attribute pcvR             NUMERIC
@attribute pcvN             NUMERIC
@attribute pcvD             NUMERIC
@attribute pcvC             NUMERIC
@attribute pcvQ             NUMERIC
@attribute pcvE             NUMERIC
@attribute pcvG             NUMERIC
@attribute pcvH             NUMERIC
@attribute pcvI             NUMERIC
@attribute pcvL             NUMERIC
@attribute pcvK             NUMERIC
@attribute pcvM             NUMERIC
@attribute pcvF             NUMERIC
@attribute pcvP             NUMERIC
@attribute pcvS             NUMERIC
@attribute pcvT             NUMERIC
@attribute pcvW             NUMERIC
@attribute pcvY             NUMERIC
@attribute pcvV             NUMERIC
@attribute sscC             NUMERIC
@attribute sscE             NUMERIC
@attribute sscH             NUMERIC
@attribute dssC             NUMERIC
@attribute dssE             NUMERIC
@attribute dssH             NUMERIC
@attribute adssCCC          NUMERIC
@attribute adssCCE          NUMERIC
@attribute adssCCH          NUMERIC
@attribute adssCEC          NUMERIC
@attribute adssCEE          NUMERIC
@attribute adssCEH          NUMERIC
@attribute adssCHC          NUMERIC
@attribute adssCHE          NUMERIC
@attribute adssCHH          NUMERIC
@attribute adssECC          NUMERIC
@attribute adssECE          NUMERIC
@attribute adssECH          NUMERIC
@attribute adssEEC          NUMERIC
@attribute adssEEE          NUMERIC
@attribute adssEEH          NUMERIC
@attribute adssEHC          NUMERIC
@attribute adssEHE          NUMERIC
@attribute adssEHH          NUMERIC
@attribute adssHCC          NUMERIC
@attribute adssHCE          NUMERIC
@attribute adssHCH          NUMERIC
@attribute adssHEC          NUMERIC
@attribute adssHEE          NUMERIC
@attribute adssHEH          NUMERIC
@attribute adssHHC          NUMERIC
@attribute adssHHE          NUMERIC
@attribute adssHHH          NUMERIC
@attribute phyAthaliana     NUMERIC
@attribute phyCpapaya       NUMERIC
@attribute phyCsativus      NUMERIC
@attribute phyGmax          NUMERIC
@attribute phyLjaponicus    NUMERIC
@attribute phyMesculenta    NUMERIC
@attribute phyMtrunculata   NUMERIC
@attribute phyMguttatus     NUMERIC
@attribute phyPtrichocarpa  NUMERIC
@attribute phyPpersica      NUMERIC
@attribute phyRcommunis     NUMERIC
@attribute phySlycoparsicum NUMERIC
@attribute length           NUMERIC
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
10.0000,10.0000,17.0000,14.0000,0.0000,4.0000,15.0000,0.0000,7.0000,23.0000,26.0000,20.0000,24.0000,2.0000,8.0000,10.0000,3.0000,0.0000,9.0000,18.0000,0.4595,0.2703,0.2703,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,z
16.0000,17.0000,10.0000,19.0000,7.0000,22.0000,21.0000,4.0000,2.0000,6.0000,12.0000,10.0000,7.0000,16.0000,14.0000,7.0000,7.0000,3.0000,15.0000,10.0000,0.6271,0.3729,0.0000,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.59,k
8.0000,8.0000,10.0000,16.0000,5.0000,7.0000,8.0000,16.0000,18.0000,6.0000,12.0000,23.0000,10.0000,18.0000,19.0000,7.0000,1.0000,22.0000,17.0000,17.0000,0.5888,0.1776,0.2336,7,3,2,1,1,0,1,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,k
11.0000,5.0000,4.0000,11.0000,3.0000,7.0000,12.0000,18.0000,10.0000,14.0000,14.0000,11.0000,18.0000,11.0000,4.0000,14.0000,8.0000,15.0000,12.0000,16.0000,0.5408,0.1178,0.3414,12,5,8,0,0,3,1,0,0,3,4,0,0,0,5,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.31,p
4.0000,8.0000,7.0000,4.0000,0.0000,5.0000,9.0000,25.0000,5.0000,14.0000,6.0000,4.0000,8.0000,5.0000,43.0000,12.0000,20.0000,3.0000,4.0000,13.0000,0.4149,0.5851,0.0000,3,6,0,0,0,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,g
0.0000,11.0000,5.0000,4.0000,12.0000,16.0000,22.0000,18.0000,9.0000,8.0000,9.0000,9.0000,4.0000,2.0000,16.0000,20.0000,18.0000,3.0000,13.0000,22.0000,0.4673,0.5327,0.0000,3,8,0,0,0,0,1,1,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,g
10.0000,14.0000,0.0000,20.0000,6.0000,7.0000,12.0000,8.0000,0.0000,21.0000,19.0000,17.0000,7.0000,4.0000,20.0000,12.0000,4.0000,0.0000,0.0000,16.0000,0.4855,0.1739,0.3406,5,4,2,0,0,1,1,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,r
21.0000,30.0000,10.0000,20.0000,10.0000,15.0000,22.0000,11.0000,6.0000,7.0000,2.0000,12.0000,6.0000,23.0000,5.0000,3.0000,1.0000,6.0000,15.0000,6.0000,0.4621,0.1477,0.3902,7,3,8,0,0,1,1,0,0,2,1,1,0,0,2,0,0,0,0,0,1,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2.64,p
18.0000,16.0000,9.0000,45.0000,0.0000,4.0000,37.0000,6.0000,4.0000,3.0000,1.0000,13.0000,11.0000,8.0000,11.0000,2.0000,1.0000,0.0000,13.0000,3.0000,0.5352,0.1972,0.2676,5,3,4,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.42,z
11.0000,12.0000,10.0000,26.0000,1.0000,14.0000,19.0000,0.0000,9.0000,4.0000,7.0000,12.0000,6.0000,13.0000,22.0000,13.0000,23.0000,18.0000,20.0000,3.0000,0.6361,0.0802,0.2837,9,4,7,0,0,1,1,0,0,3,3,0,0,0,4,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3.49,p
15.0000,1.0000,6.0000,26.0000,2.0000,10.0000,13.0000,9.0000,3.0000,16.0000,5.0000,24.0000,11.0000,10.0000,9.0000,20.0000,16.0000,2.0000,12.0000,19.0000,0.3684,0.3421,0.2895,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,z
11.0000,21.0000,7.0000,13.0000,7.0000,11.0000,14.0000,7.0000,27.0000,20.0000,23.0000,9.0000,9.0000,13.0000,8.0000,3.0000,7.0000,0.0000,8.0000,16.0000,0.4755,0.1168,0.4076,8,3,11,0,0,0,1,0,0,2,1,3,0,0,3,0,0,0,0,0,0,0,1,3,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,p
12.0000,7.0000,23.0000,6.0000,0.0000,9.0000,11.0000,13.0000,1.0000,4.0000,0.0000,11.0000,0.0000,13.0000,18.0000,12.0000,12.0000,13.0000,24.0000,18.0000,0.6272,0.1243,0.2486,9,5,5,0,1,1,2,0,1,2,2,0,1,1,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,3.46,p
5.0000,42.0000,5.0000,12.0000,0.0000,17.0000,24.0000,0.0000,9.0000,2.0000,7.0000,41.0000,2.0000,3.0000,9.0000,6.0000,9.0000,18.0000,2.0000,6.0000,0.4848,0.0000,0.5152,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0.66,c
