@relation ProteinFoldsDicots

@attribute pcvA             NUMERIC
@attribute pcvR             NUMERIC
@attribute pcvN             NUMERIC
@attribute pcvD             NUMERIC
@attribute pcvC             NUMERIC
@attribute pcvQ             NUMERIC
@attribute pcvE             NUMERIC
@attribute pcvG             NUMERIC
@attribute pcvH             NUMERIC
@attribute pcvI             NUMERIC
@attribute pcvL             NUMERIC
@attribute pcvK             NUMERIC
@attribute pcvM             NUMERIC
@attribute pcvF             NUMERIC
@attribute pcvP             NUMERIC
@attribute pcvS             NUMERIC
@attribute pcvT             NUMERIC
@attribute pcvW             NUMERIC
@attribute pcvY             NUMERIC
@attribute pcvV             NUMERIC
@attribute sscC             NUMERIC
@attribute sscE             NUMERIC
@attribute sscH             NUMERIC
@attribute dssC             NUMERIC
@attribute dssE             NUMERIC
@attribute dssH             NUMERIC
@attribute adssCCC          NUMERIC
@attribute adssCCE          NUMERIC
@attribute adssCCH          NUMERIC
@attribute adssCEC          NUMERIC
@attribute adssCEE          NUMERIC
@attribute adssCEH          NUMERIC
@attribute adssCHC          NUMERIC
@attribute adssCHE          NUMERIC
@attribute adssCHH          NUMERIC
@attribute adssECC          NUMERIC
@attribute adssECE          NUMERIC
@attribute adssECH          NUMERIC
@attribute adssEEC          NUMERIC
@attribute adssEEE          NUMERIC
@attribute adssEEH          NUMERIC
@attribute adssEHC          NUMERIC
@attribute adssEHE          NUMERIC
@attribute adssEHH          NUMERIC
@attribute adssHCC          NUMERIC
@attribute adssHCE          NUMERIC
@attribute adssHCH          NUMERIC
@attribute adssHEC          NUMERIC
@attribute adssHEE          NUMERIC
@attribute adssHEH          NUMERIC
@attribute adssHHC          NUMERIC
@attribute adssHHE          NUMERIC
@attribute adssHHH          NUMERIC
@attribute phyAthaliana     NUMERIC
@attribute phyCpapaya       NUMERIC
@attribute phyCsativus      NUMERIC
@attribute phyGmax          NUMERIC
@attribute phyLjaponicus    NUMERIC
@attribute phyMesculenta    NUMERIC
@attribute phyMtrunculata   NUMERIC
@attribute phyMguttatus     NUMERIC
@attribute phyPtrichocarpa  NUMERIC
@attribute phyPpersica      NUMERIC
@attribute phyRcommunis     NUMERIC
@attribute phySlycoparsicum NUMERIC
@attribute length           NUMERIC
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
5.0000,3.0000,11.0000,27.0000,0.0000,4.0000,13.0000,10.0000,26.0000,17.0000,11.0000,15.0000,4.0000,20.0000,14.0000,7.0000,12.0000,23.0000,24.0000,11.0000,0.6019,0.3155,0.0825,8,10,2,0,0,0,3,2,0,2,0,0,0,4,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2.06,h
0.0000,15.0000,21.0000,7.0000,9.0000,14.0000,3.0000,7.0000,12.0000,17.0000,15.0000,12.0000,11.0000,14.0000,33.0000,4.0000,20.0000,0.0000,5.0000,19.0000,0.6620,0.2593,0.0787,8,8,1,0,0,0,3,2,0,1,0,0,1,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2.16,h
7.0000,38.0000,8.0000,5.0000,0.0000,9.0000,4.0000,7.0000,4.0000,9.0000,10.0000,28.0000,6.0000,7.0000,17.0000,15.0000,14.0000,13.0000,0.0000,9.0000,0.5663,0.0000,0.4337,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,c
11.0000,13.0000,2.0000,7.0000,10.0000,14.0000,10.0000,15.0000,12.0000,11.0000,5.0000,8.0000,20.0000,18.0000,2.0000,14.0000,6.0000,7.0000,12.0000,30.0000,0.3878,0.3878,0.2245,3,4,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.98,z
19.0000,3.0000,19.0000,23.0000,24.0000,12.0000,12.0000,18.0000,5.0000,6.0000,1.0000,0.0000,9.0000,1.0000,14.0000,15.0000,4.0000,26.0000,14.0000,9.0000,0.6679,0.3060,0.0261,13,11,1,0,2,0,7,1,0,0,1,0,3,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,n
13.0000,13.0000,1.0000,12.0000,6.0000,14.0000,18.0000,5.0000,5.0000,12.0000,6.0000,20.0000,6.0000,0.0000,0.0000,14.0000,12.0000,12.0000,3.0000,12.0000,0.2533,0.0000,0.7467,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50,a
8.0000,8.0000,10.0000,23.0000,1.0000,12.0000,19.0000,9.0000,6.0000,5.0000,7.0000,12.0000,13.0000,7.0000,15.0000,13.0000,5.0000,4.0000,15.0000,4.0000,0.5620,0.3796,0.0584,6,6,1,0,0,0,3,1,0,1,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.37,l
11.0000,2.0000,10.0000,22.0000,14.0000,5.0000,17.0000,21.0000,1.0000,10.0000,8.0000,5.0000,8.0000,0.0000,3.0000,9.0000,8.0000,0.0000,0.0000,11.0000,0.5616,0.1781,0.2603,6,3,2,1,0,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.46,v
1.0000,5.0000,8.0000,13.0000,0.0000,1.0000,4.0000,18.0000,10.0000,19.0000,11.0000,2.0000,7.0000,3.0000,7.0000,8.0000,19.0000,2.0000,9.0000,19.0000,0.5398,0.1283,0.3319,10,3,7,0,0,1,1,0,0,5,0,1,0,0,2,1,0,0,0,0,0,2,1,3,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2.26,v
14.0000,3.0000,10.0000,9.0000,0.0000,4.0000,11.0000,12.0000,10.0000,13.0000,11.0000,13.0000,5.0000,5.0000,2.0000,11.0000,12.0000,15.0000,2.0000,22.0000,0.3288,0.0000,0.6712,2,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.46,a
0.0000,30.0000,12.0000,10.0000,10.0000,7.0000,3.0000,21.0000,11.0000,3.0000,16.0000,15.0000,6.0000,16.0000,12.0000,3.0000,4.0000,9.0000,25.0000,5.0000,0.5357,0.4643,0.0000,5,8,0,0,0,0,1,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40,m
0.0000,1.0000,14.0000,22.0000,10.0000,18.0000,15.0000,12.0000,6.0000,11.0000,6.0000,9.0000,9.0000,19.0000,40.0000,6.0000,5.0000,9.0000,7.0000,24.0000,0.5145,0.4162,0.0694,8,8,1,0,0,0,3,2,0,1,0,0,0,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,o
4.0000,11.0000,17.0000,13.0000,6.0000,18.0000,6.0000,11.0000,2.0000,13.0000,18.0000,8.0000,5.0000,3.0000,18.0000,17.0000,9.0000,0.0000,8.0000,18.0000,0.5780,0.2844,0.1376,4,4,1,0,0,0,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,n
12.0000,0.0000,9.0000,10.0000,0.0000,4.0000,11.0000,18.0000,3.0000,6.0000,3.0000,2.0000,2.0000,3.0000,7.0000,17.0000,24.0000,2.0000,7.0000,8.0000,0.6290,0.3548,0.0161,6,6,0,0,1,0,2,2,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,i
2.0000,11.0000,10.0000,7.0000,3.0000,13.0000,11.0000,6.0000,10.0000,13.0000,13.0000,1.0000,6.0000,2.0000,0.0000,20.0000,38.0000,0.0000,6.0000,5.0000,0.5571,0.4048,0.0381,8,11,1,0,0,0,4,2,0,0,1,0,0,6,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10,i
10.0000,10.0000,8.0000,6.0000,6.0000,16.0000,9.0000,2.0000,4.0000,4.0000,14.0000,8.0000,12.0000,6.0000,37.0000,19.0000,16.0000,2.0000,2.0000,6.0000,0.3200,0.0000,0.6800,4,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,e
3.0000,12.0000,7.0000,10.0000,4.0000,7.0000,21.0000,8.0000,0.0000,20.0000,7.0000,15.0000,17.0000,11.0000,8.0000,8.0000,13.0000,0.0000,0.0000,18.0000,0.4138,0.5862,0.0000,2,6,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,l
24.0000,8.0000,3.0000,0.0000,3.0000,10.0000,2.0000,19.0000,1.0000,18.0000,11.0000,10.0000,4.0000,1.0000,11.0000,9.0000,13.0000,0.0000,9.0000,19.0000,0.5098,0.1830,0.3072,6,4,3,0,1,0,2,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.53,s
16.0000,9.0000,7.0000,12.0000,0.0000,10.0000,12.0000,22.0000,0.0000,10.0000,8.0000,23.0000,9.0000,0.0000,1.0000,11.0000,11.0000,0.0000,0.0000,12.0000,0.4114,0.1203,0.4684,7,1,6,0,0,1,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.58,r
13.0000,6.0000,14.0000,22.0000,9.0000,6.0000,17.0000,7.0000,7.0000,5.0000,1.0000,15.0000,2.0000,15.0000,4.0000,9.0000,10.0000,3.0000,15.0000,5.0000,0.4348,0.4638,0.1014,2,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,l
10.0000,9.0000,10.0000,4.0000,2.0000,3.0000,2.0000,6.0000,3.0000,6.0000,12.0000,6.0000,20.0000,10.0000,23.0000,17.0000,13.0000,0.0000,17.0000,21.0000,0.5778,0.1172,0.3051,16,7,11,0,0,2,2,0,1,6,4,0,1,0,5,0,0,0,1,0,0,1,2,3,4,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4.95,p
39.0000,5.0000,8.0000,11.0000,24.0000,7.0000,5.0000,33.0000,11.0000,5.0000,0.0000,14.0000,7.0000,1.0000,14.0000,7.0000,5.0000,5.0000,2.0000,6.0000,0.4810,0.0000,0.5190,2,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,b
15.0000,0.0000,16.0000,24.0000,0.0000,6.0000,3.0000,19.0000,7.0000,6.0000,0.0000,4.0000,2.0000,9.0000,6.0000,14.0000,44.0000,18.0000,17.0000,15.0000,0.6771,0.3229,0.0000,3,4,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.96,h
5.0000,4.0000,16.0000,21.0000,5.0000,5.0000,20.0000,7.0000,1.0000,3.0000,11.0000,19.0000,15.0000,20.0000,6.0000,12.0000,6.0000,12.0000,15.0000,5.0000,0.2774,0.5985,0.1241,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,o
15.0000,2.0000,5.0000,10.0000,0.0000,8.0000,11.0000,16.0000,0.0000,11.0000,5.0000,26.0000,14.0000,17.0000,14.0000,8.0000,7.0000,0.0000,5.0000,11.0000,0.6577,0.0000,0.3423,4,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.11,b
11.0000,5.0000,2.0000,2.0000,0.0000,22.0000,4.0000,13.0000,0.0000,10.0000,10.0000,0.0000,2.0000,2.0000,16.0000,23.0000,26.0000,5.0000,0.0000,19.0000,0.5965,0.4035,0.0000,7,6,0,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,g
6.0000,5.0000,7.0000,1.0000,14.0000,28.0000,10.0000,6.0000,10.0000,6.0000,6.0000,9.0000,3.0000,2.0000,24.0000,7.0000,33.0000,15.0000,6.0000,7.0000,0.7189,0.2235,0.0576,14,10,2,2,3,0,4,2,0,1,1,0,2,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,j
2.0000,17.0000,11.0000,23.0000,7.0000,12.0000,14.0000,10.0000,7.0000,15.0000,11.0000,4.0000,4.0000,1.0000,29.0000,8.0000,14.0000,0.0000,2.0000,21.0000,0.5657,0.4343,0.0000,5,6,0,0,0,0,2,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,g
20.0000,19.0000,8.0000,19.0000,0.0000,17.0000,13.0000,6.0000,1.0000,13.0000,7.0000,8.0000,8.0000,11.0000,9.0000,26.0000,12.0000,11.0000,13.0000,13.0000,0.6400,0.0725,0.2875,10,2,8,0,0,3,0,0,0,3,2,1,1,0,1,0,0,0,0,0,0,1,0,3,2,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,4.00,g
9.0000,2.0000,9.0000,6.0000,0.0000,11.0000,9.0000,17.0000,3.0000,23.0000,3.0000,6.0000,6.0000,4.0000,27.0000,24.0000,32.0000,0.0000,0.0000,20.0000,0.5116,0.4884,0.0000,4,5,0,0,0,0,2,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,p
5.0000,12.0000,12.0000,14.0000,45.0000,10.0000,7.0000,2.0000,6.0000,4.0000,5.0000,7.0000,17.0000,7.0000,14.0000,3.0000,11.0000,1.0000,3.0000,3.0000,0.6389,0.0556,0.3056,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,-
6.0000,19.0000,9.0000,15.0000,1.0000,17.0000,21.0000,7.0000,16.0000,4.0000,11.0000,14.0000,24.0000,17.0000,20.0000,7.0000,11.0000,5.0000,5.0000,5.0000,0.5226,0.2065,0.2710,5,2,4,0,0,1,0,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,v
14.0000,14.0000,6.0000,26.0000,1.0000,4.0000,15.0000,8.0000,5.0000,21.0000,13.0000,8.0000,13.0000,4.0000,13.0000,12.0000,18.0000,11.0000,3.0000,20.0000,0.4257,0.1535,0.4208,5,3,7,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,2,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.02,p
13.0000,5.0000,4.0000,4.0000,11.0000,8.0000,14.0000,7.0000,11.0000,12.0000,9.0000,4.0000,4.0000,11.0000,25.0000,24.0000,23.0000,6.0000,8.0000,20.0000,0.4689,0.5311,0.0000,6,13,0,0,0,0,3,3,0,0,0,0,0,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,g
18.0000,4.0000,10.0000,10.0000,2.0000,13.0000,9.0000,5.0000,2.0000,11.0000,7.0000,4.0000,5.0000,1.0000,31.0000,12.0000,17.0000,24.0000,3.0000,16.0000,0.5784,0.4216,0.0000,5,7,0,0,0,0,3,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,g
24.0000,8.0000,0.0000,8.0000,0.0000,7.0000,5.0000,7.0000,0.0000,9.0000,9.0000,8.0000,10.0000,8.0000,13.0000,19.0000,25.0000,0.0000,4.0000,13.0000,0.2840,0.0000,0.7160,4,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,a
25.0000,10.0000,2.0000,14.0000,0.0000,7.0000,5.0000,10.0000,0.0000,10.0000,8.0000,9.0000,12.0000,18.0000,2.0000,19.0000,7.0000,0.0000,8.0000,14.0000,0.2558,0.0000,0.7442,4,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,a
10.0000,7.0000,16.0000,8.0000,0.0000,12.0000,3.0000,22.0000,9.0000,14.0000,8.0000,5.0000,0.0000,5.0000,14.0000,12.0000,24.0000,2.0000,20.0000,27.0000,0.6180,0.0805,0.3015,18,6,13,0,0,2,4,0,0,8,1,2,0,1,5,0,0,0,0,0,0,2,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.34,w
18.0000,8.0000,6.0000,6.0000,10.0000,10.0000,8.0000,5.0000,8.0000,8.0000,6.0000,9.0000,15.0000,14.0000,29.0000,10.0000,12.0000,8.0000,15.0000,11.0000,0.6901,0.3099,0.0000,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,k
4.0000,7.0000,12.0000,4.0000,0.0000,9.0000,15.0000,21.0000,1.0000,9.0000,2.0000,19.0000,13.0000,23.0000,0.0000,3.0000,9.0000,13.0000,11.0000,10.0000,0.5970,0.4030,0.0000,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0.67,l
8.0000,11.0000,12.0000,22.0000,9.0000,10.0000,25.0000,9.0000,1.0000,5.0000,9.0000,15.0000,6.0000,19.0000,1.0000,7.0000,2.0000,4.0000,12.0000,4.0000,0.2941,0.0000,0.7059,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,f
17.0000,2.0000,12.0000,12.0000,0.0000,4.0000,6.0000,10.0000,6.0000,15.0000,10.0000,8.0000,1.0000,8.0000,20.0000,15.0000,11.0000,15.0000,9.0000,14.0000,0.4393,0.5327,0.0280,3,7,0,0,0,0,0,2,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,g
14.0000,4.0000,15.0000,16.0000,0.0000,5.0000,5.0000,8.0000,11.0000,2.0000,10.0000,5.0000,4.0000,2.0000,19.0000,13.0000,18.0000,7.0000,4.0000,3.0000,0.6254,0.0958,0.2789,11,4,6,1,0,1,2,0,0,3,2,0,0,1,2,0,0,0,1,0,0,2,0,2,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,3.55,p
24.0000,5.0000,10.0000,12.0000,12.0000,6.0000,7.0000,19.0000,1.0000,8.0000,10.0000,2.0000,4.0000,3.0000,26.0000,19.0000,13.0000,0.0000,0.0000,9.0000,0.6000,0.1400,0.2600,5,4,4,0,0,1,1,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,r
21.0000,8.0000,7.0000,8.0000,22.0000,19.0000,14.0000,14.0000,11.0000,3.0000,2.0000,30.0000,4.0000,9.0000,3.0000,7.0000,7.0000,0.0000,1.0000,6.0000,0.6371,0.0000,0.3629,3,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1.24,b
18.0000,14.0000,1.0000,9.0000,0.0000,1.0000,3.0000,43.0000,0.0000,19.0000,14.0000,19.0000,12.0000,0.0000,0.0000,12.0000,6.0000,0.0000,6.0000,13.0000,0.4855,0.1701,0.3444,9,6,5,0,0,1,2,1,1,4,0,0,0,0,3,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,s
