@relation ProteinFoldsDicots

@attribute pcvA             NUMERIC
@attribute pcvR             NUMERIC
@attribute pcvN             NUMERIC
@attribute pcvD             NUMERIC
@attribute pcvC             NUMERIC
@attribute pcvQ             NUMERIC
@attribute pcvE             NUMERIC
@attribute pcvG             NUMERIC
@attribute pcvH             NUMERIC
@attribute pcvI             NUMERIC
@attribute pcvL             NUMERIC
@attribute pcvK             NUMERIC
@attribute pcvM             NUMERIC
@attribute pcvF             NUMERIC
@attribute pcvP             NUMERIC
@attribute pcvS             NUMERIC
@attribute pcvT             NUMERIC
@attribute pcvW             NUMERIC
@attribute pcvY             NUMERIC
@attribute pcvV             NUMERIC
@attribute sscC             NUMERIC
@attribute sscE             NUMERIC
@attribute sscH             NUMERIC
@attribute dssC             NUMERIC
@attribute dssE             NUMERIC
@attribute dssH             NUMERIC
@attribute adssCCC          NUMERIC
@attribute adssCCE          NUMERIC
@attribute adssCCH          NUMERIC
@attribute adssCEC          NUMERIC
@attribute adssCEE          NUMERIC
@attribute adssCEH          NUMERIC
@attribute adssCHC          NUMERIC
@attribute adssCHE          NUMERIC
@attribute adssCHH          NUMERIC
@attribute adssECC          NUMERIC
@attribute adssECE          NUMERIC
@attribute adssECH          NUMERIC
@attribute adssEEC          NUMERIC
@attribute adssEEE          NUMERIC
@attribute adssEEH          NUMERIC
@attribute adssEHC          NUMERIC
@attribute adssEHE          NUMERIC
@attribute adssEHH          NUMERIC
@attribute adssHCC          NUMERIC
@attribute adssHCE          NUMERIC
@attribute adssHCH          NUMERIC
@attribute adssHEC          NUMERIC
@attribute adssHEE          NUMERIC
@attribute adssHEH          NUMERIC
@attribute adssHHC          NUMERIC
@attribute adssHHE          NUMERIC
@attribute adssHHH          NUMERIC
@attribute phyAthaliana     NUMERIC
@attribute phyCpapaya       NUMERIC
@attribute phyCsativus      NUMERIC
@attribute phyGmax          NUMERIC
@attribute phyLjaponicus    NUMERIC
@attribute phyMesculenta    NUMERIC
@attribute phyMtrunculata   NUMERIC
@attribute phyMguttatus     NUMERIC
@attribute phyPtrichocarpa  NUMERIC
@attribute phyPpersica      NUMERIC
@attribute phyRcommunis     NUMERIC
@attribute phySlycoparsicum NUMERIC
@attribute length           NUMERIC
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
23.0000,10.0000,13.0000,14.0000,10.0000,5.0000,12.0000,4.0000,14.0000,21.0000,11.0000,10.0000,11.0000,2.0000,3.0000,16.0000,5.0000,0.0000,11.0000,18.0000,0.5000,0.5000,0.0000,2,5,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.58,p
32.0000,3.0000,9.0000,19.0000,0.0000,16.0000,23.0000,3.0000,5.0000,7.0000,9.0000,7.0000,13.0000,2.0000,22.0000,7.0000,7.0000,0.0000,10.0000,17.0000,0.5500,0.0000,0.4500,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,b
16.0000,25.0000,12.0000,4.0000,3.0000,22.0000,12.0000,1.0000,6.0000,18.0000,15.0000,22.0000,12.0000,4.0000,8.0000,12.0000,14.0000,0.0000,0.0000,7.0000,0.4231,0.0897,0.4872,4,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,c
9.0000,4.0000,16.0000,29.0000,12.0000,5.0000,21.0000,9.0000,2.0000,9.0000,1.0000,1.0000,2.0000,1.0000,8.0000,5.0000,2.0000,4.0000,0.0000,9.0000,0.7358,0.2642,0.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,-
2.0000,11.0000,11.0000,10.0000,13.0000,14.0000,3.0000,9.0000,30.0000,10.0000,10.0000,5.0000,8.0000,6.0000,21.0000,4.0000,10.0000,14.0000,9.0000,10.0000,0.4753,0.1667,0.3580,7,3,4,0,0,0,2,0,1,3,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.62,v
8.0000,8.0000,10.0000,23.0000,1.0000,12.0000,19.0000,9.0000,6.0000,5.0000,7.0000,12.0000,13.0000,7.0000,15.0000,13.0000,5.0000,4.0000,15.0000,4.0000,0.5620,0.3796,0.0584,6,6,1,0,0,0,3,1,0,1,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.37,l
17.0000,6.0000,12.0000,11.0000,1.0000,3.0000,4.0000,17.0000,2.0000,13.0000,7.0000,18.0000,12.0000,4.0000,4.0000,13.0000,8.0000,11.0000,2.0000,16.0000,0.3099,0.0000,0.6901,3,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,a
30.0000,9.0000,1.0000,17.0000,0.0000,27.0000,13.0000,7.0000,5.0000,13.0000,5.0000,17.0000,20.0000,9.0000,9.0000,7.0000,4.0000,3.0000,9.0000,11.0000,0.3053,0.0000,0.6947,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,d
8.0000,4.0000,8.0000,14.0000,11.0000,4.0000,4.0000,22.0000,8.0000,12.0000,4.0000,5.0000,4.0000,13.0000,16.0000,8.0000,15.0000,4.0000,13.0000,13.0000,0.6000,0.3364,0.0636,11,9,1,0,2,0,5,2,0,1,0,0,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20,i
13.0000,35.0000,5.0000,8.0000,2.0000,5.0000,13.0000,16.0000,4.0000,12.0000,10.0000,15.0000,13.0000,7.0000,5.0000,4.0000,14.0000,4.0000,1.0000,19.0000,0.4118,0.5147,0.0735,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,v
24.0000,8.0000,4.0000,0.0000,3.0000,10.0000,2.0000,19.0000,0.0000,18.0000,11.0000,10.0000,4.0000,1.0000,10.0000,8.0000,13.0000,0.0000,9.0000,20.0000,0.3750,0.1736,0.4514,3,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.44,s
6.0000,6.0000,9.0000,25.0000,0.0000,29.0000,9.0000,7.0000,6.0000,14.0000,11.0000,10.0000,14.0000,18.0000,20.0000,6.0000,12.0000,14.0000,12.0000,15.0000,0.4753,0.4259,0.0988,4,7,1,0,0,0,0,1,0,1,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,o
9.0000,10.0000,8.0000,7.0000,6.0000,19.0000,16.0000,5.0000,6.0000,2.0000,17.0000,9.0000,8.0000,5.0000,34.0000,16.0000,15.0000,4.0000,2.0000,5.0000,0.3563,0.0000,0.6437,4,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,e
7.0000,13.0000,18.0000,12.0000,1.0000,15.0000,15.0000,0.0000,6.0000,17.0000,14.0000,5.0000,15.0000,11.0000,18.0000,8.0000,12.0000,13.0000,1.0000,13.0000,0.6991,0.2407,0.0602,9,5,0,3,2,0,2,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,2.16,g
10.0000,21.0000,8.0000,34.0000,6.0000,17.0000,7.0000,3.0000,23.0000,17.0000,12.0000,2.0000,0.0000,19.0000,8.0000,7.0000,23.0000,1.0000,13.0000,16.0000,0.3739,0.6261,0.0000,2,7,0,0,0,0,0,2,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.15,g
8.0000,6.0000,10.0000,13.0000,0.0000,11.0000,16.0000,12.0000,13.0000,15.0000,9.0000,11.0000,1.0000,3.0000,27.0000,9.0000,15.0000,2.0000,0.0000,19.0000,0.5495,0.4027,0.0478,10,14,1,0,1,0,5,2,0,1,0,0,1,5,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,2.93,p
3.0000,16.0000,9.0000,6.0000,5.0000,15.0000,15.0000,13.0000,3.0000,8.0000,21.0000,5.0000,16.0000,4.0000,16.0000,16.0000,17.0000,9.0000,10.0000,5.0000,0.6700,0.3300,0.0000,8,7,0,1,2,0,3,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,g
1.0000,15.0000,16.0000,7.0000,2.0000,5.0000,9.0000,23.0000,7.0000,24.0000,16.0000,18.0000,1.0000,31.0000,10.0000,6.0000,10.0000,7.0000,13.0000,17.0000,0.5116,0.1452,0.3432,10,3,7,1,0,2,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3.03,p
5.0000,14.0000,8.0000,15.0000,2.0000,13.0000,11.0000,7.0000,16.0000,15.0000,21.0000,17.0000,17.0000,12.0000,4.0000,8.0000,6.0000,5.0000,6.0000,7.0000,0.4062,0.1094,0.4844,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.64,c
14.0000,10.0000,10.0000,11.0000,4.0000,22.0000,18.0000,6.0000,14.0000,17.0000,27.0000,4.0000,4.0000,6.0000,14.0000,6.0000,1.0000,8.0000,5.0000,11.0000,0.4144,0.1934,0.3923,5,3,4,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1.81,k
18.0000,17.0000,0.0000,4.0000,0.0000,16.0000,13.0000,8.0000,0.0000,4.0000,15.0000,23.0000,17.0000,5.0000,2.0000,5.0000,9.0000,0.0000,9.0000,12.0000,0.2595,0.0000,0.7405,2,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1.31,t
7.0000,9.0000,6.0000,14.0000,1.0000,18.0000,16.0000,12.0000,11.0000,16.0000,10.0000,6.0000,6.0000,3.0000,8.0000,3.0000,8.0000,2.0000,9.0000,21.0000,0.2966,0.0169,0.6864,4,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1.18,t
9.0000,9.0000,8.0000,4.0000,12.0000,18.0000,8.0000,8.0000,0.0000,14.0000,9.0000,6.0000,8.0000,10.0000,21.0000,13.0000,13.0000,18.0000,15.0000,14.0000,0.4541,0.4757,0.0703,4,9,1,0,0,0,0,3,0,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,i
5.0000,7.0000,15.0000,19.0000,0.0000,12.0000,18.0000,5.0000,0.0000,5.0000,18.0000,8.0000,17.0000,9.0000,6.0000,16.0000,22.0000,0.0000,2.0000,8.0000,0.5348,0.3342,0.1310,16,15,4,1,2,0,8,2,0,0,2,0,2,7,2,1,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,i
2.0000,5.0000,2.0000,18.0000,0.0000,5.0000,6.0000,8.0000,5.0000,15.0000,5.0000,13.0000,5.0000,20.0000,8.0000,8.0000,27.0000,13.0000,22.0000,11.0000,0.4513,0.1625,0.3863,9,7,8,0,0,0,2,0,1,3,1,1,0,0,4,1,1,0,1,0,0,0,3,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2.77,w
2.0000,7.0000,11.0000,25.0000,12.0000,12.0000,18.0000,17.0000,14.0000,14.0000,2.0000,9.0000,1.0000,8.0000,16.0000,7.0000,7.0000,11.0000,17.0000,13.0000,0.6288,0.3100,0.0611,10,8,1,0,3,0,5,1,0,0,0,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.29,n
8.0000,17.0000,7.0000,17.0000,0.0000,26.0000,26.0000,0.0000,8.0000,7.0000,11.0000,15.0000,30.0000,23.0000,0.0000,3.0000,9.0000,0.0000,5.0000,6.0000,0.4878,0.0488,0.4634,4,1,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.23,d
7.0000,10.0000,12.0000,11.0000,16.0000,2.0000,9.0000,3.0000,8.0000,8.0000,7.0000,1.0000,1.0000,28.0000,28.0000,22.0000,10.0000,3.0000,4.0000,3.0000,0.5918,0.0735,0.3347,15,4,12,0,0,1,2,0,0,9,2,0,1,0,3,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4.90,p
12.0000,2.0000,4.0000,0.0000,30.0000,24.0000,0.0000,34.0000,5.0000,4.0000,1.0000,2.0000,0.0000,2.0000,11.0000,7.0000,26.0000,23.0000,11.0000,6.0000,0.8056,0.1944,0.0000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,-
25.0000,6.0000,5.0000,12.0000,22.0000,11.0000,10.0000,23.0000,12.0000,5.0000,2.0000,12.0000,3.0000,5.0000,7.0000,16.0000,9.0000,0.0000,10.0000,10.0000,0.4699,0.0000,0.5301,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,b
8.0000,18.0000,18.0000,0.0000,3.0000,17.0000,3.0000,4.0000,27.0000,17.0000,6.0000,2.0000,7.0000,28.0000,11.0000,29.0000,18.0000,13.0000,26.0000,6.0000,0.3708,0.2753,0.3539,6,6,3,0,0,0,1,2,0,1,0,1,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,g
5.0000,5.0000,15.0000,15.0000,4.0000,13.0000,13.0000,20.0000,6.0000,13.0000,16.0000,6.0000,3.0000,6.0000,13.0000,8.0000,11.0000,7.0000,7.0000,20.0000,0.5051,0.4949,0.0000,2,5,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,g
25.0000,17.0000,5.0000,18.0000,0.0000,17.0000,11.0000,7.0000,3.0000,13.0000,6.0000,8.0000,7.0000,13.0000,8.0000,22.0000,11.0000,11.0000,11.0000,13.0000,0.6525,0.0650,0.2825,11,1,8,0,0,3,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,4.00,g
9.0000,8.0000,13.0000,6.0000,12.0000,18.0000,11.0000,11.0000,11.0000,7.0000,2.0000,8.0000,1.0000,15.0000,12.0000,13.0000,30.0000,6.0000,10.0000,22.0000,0.5243,0.4757,0.0000,3,5,0,0,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.03,p
9.0000,18.0000,13.0000,6.0000,3.0000,6.0000,9.0000,22.0000,5.0000,19.0000,18.0000,10.0000,19.0000,20.0000,10.0000,7.0000,1.0000,16.0000,6.0000,11.0000,0.5510,0.0991,0.3499,12,4,8,1,1,2,1,0,0,2,3,1,2,0,2,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3.43,p
2.0000,17.0000,11.0000,23.0000,7.0000,12.0000,14.0000,10.0000,7.0000,15.0000,11.0000,4.0000,4.0000,1.0000,29.0000,8.0000,14.0000,0.0000,2.0000,21.0000,0.5657,0.4343,0.0000,5,6,0,0,0,0,2,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,g
28.0000,9.0000,5.0000,16.0000,0.0000,32.0000,17.0000,5.0000,4.0000,12.0000,4.0000,18.0000,20.0000,11.0000,13.0000,8.0000,4.0000,3.0000,8.0000,9.0000,0.2756,0.0000,0.7244,2,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,d
15.0000,26.0000,4.0000,5.0000,7.0000,11.0000,15.0000,5.0000,18.0000,9.0000,14.0000,17.0000,7.0000,10.0000,17.0000,7.0000,14.0000,7.0000,9.0000,6.0000,0.3411,0.3488,0.3101,2,4,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.29,c
9.0000,6.0000,11.0000,5.0000,2.0000,9.0000,16.0000,6.0000,1.0000,5.0000,9.0000,13.0000,5.0000,20.0000,11.0000,17.0000,14.0000,1.0000,12.0000,12.0000,0.5094,0.4906,0.0000,4,8,0,0,0,0,2,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,g
3.0000,6.0000,13.0000,7.0000,12.0000,15.0000,9.0000,7.0000,6.0000,7.0000,13.0000,10.0000,15.0000,1.0000,16.0000,14.0000,16.0000,5.0000,2.0000,12.0000,0.4366,0.5634,0.0000,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,g
15.0000,9.0000,7.0000,25.0000,6.0000,19.0000,21.0000,9.0000,2.0000,5.0000,10.0000,6.0000,4.0000,25.0000,14.0000,6.0000,5.0000,2.0000,16.0000,11.0000,0.6140,0.3860,0.0000,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,k
4.0000,19.0000,17.0000,6.0000,7.0000,33.0000,16.0000,2.0000,13.0000,15.0000,12.0000,13.0000,13.0000,3.0000,11.0000,8.0000,12.0000,0.0000,2.0000,15.0000,0.5290,0.3742,0.0968,4,6,1,0,0,0,0,3,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,l
20.0000,13.0000,12.0000,22.0000,10.0000,15.0000,10.0000,9.0000,12.0000,6.0000,15.0000,12.0000,12.0000,22.0000,0.0000,13.0000,0.0000,4.0000,39.0000,7.0000,0.5421,0.0273,0.4305,11,1,12,1,0,1,1,0,0,4,0,3,0,0,1,0,0,0,0,0,0,1,1,6,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4.39,g
15.0000,11.0000,7.0000,9.0000,14.0000,17.0000,8.0000,4.0000,14.0000,9.0000,10.0000,0.0000,18.0000,5.0000,14.0000,23.0000,12.0000,0.0000,0.0000,6.0000,0.3797,0.0000,0.6203,4,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,e
22.0000,10.0000,1.0000,13.0000,6.0000,0.0000,10.0000,33.0000,9.0000,21.0000,7.0000,0.0000,1.0000,11.0000,2.0000,19.0000,5.0000,1.0000,19.0000,34.0000,0.6888,0.1752,0.1360,8,4,3,3,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,q
2.0000,14.0000,5.0000,9.0000,7.0000,17.0000,9.0000,23.0000,3.0000,5.0000,5.0000,16.0000,10.0000,28.0000,0.0000,19.0000,7.0000,6.0000,29.0000,5.0000,0.5337,0.4327,0.0337,8,11,1,0,0,0,6,1,0,0,1,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2.08,j
